Roll Number,test_case_0,test_case_1,test_case_2,test_case_3,test_case_4,test_case_5,test_case_6,test_case_7,test_case_8,test_case_9,test_case_10,test_case_11,test_case_12,test_case_13,test_case_14,test_case_15,test_case_16,test_case_17,test_case_18,test_case_19,test_case_20,test_case_21,test_case_22,test_case_23,test_case_24,test_case_25,test_case_26,test_case_27,test_case_28,test_case_29,test_case_30,test_case_31,test_case_32,test_case_33,test_case_34,test_case_35,test_case_36,test_case_37,test_case_38,test_case_39,test_case_40,test_case_41,test_case_42,test_case_43,test_case_44,test_case_45,test_case_46,test_case_47,test_case_48,test_case_49,test_case_50,test_case_51,test_case_52,test_case_53,test_case_54,test_case_55,test_case_56,test_case_57,test_case_58,test_case_59,test_case_60,test_case_61,test_case_62,test_case_63,test_case_64,test_case_65,test_case_66,test_case_67,test_case_68,test_case_69,test_case_70,test_case_71,test_case_72,test_case_73,test_case_74,test_case_75,test_case_76,test_case_77,test_case_78,test_case_79,test_case_80,test_case_81,test_case_82,test_case_83,test_case_84,test_case_85,test_case_86,test_case_87,test_case_88,test_case_89,test_case_90,test_case_91,test_case_92,test_case_93,test_case_94,test_case_95,test_case_96,test_case_97,test_case_98,test_case_99,Weighted Average,Plain Average
2021101037,99.96909090909091,99.96695652173912,99.96869565217392,99.97272727272727,99.9711111111111,99.97578947368422,99.97555555555556,99.96538461538461,99.97230769230768,99.97142857142856,99.99333333333334,99.98666666666668,99.97999999999999,99.98166666666665,99.99333333333334,99.96461538461537,99.9675,99.96879999999999,99.97999999999999,99.96761904761905,99.9648275862069,99.97714285714287,99.97999999999999,99.96777777777777,99.97172413793103,99.97272727272727,99.97040000000001,99.96608695652174,99.97076923076924,99.98400000000001,99.976,99.97238095238095,99.97120000000001,99.97157894736841,99.96666666666667,99.9655172413793,99.97200000000001,99.98285714285714,99.96909090909091,99.97076923076924,99.965,99.9711111111111,99.98400000000001,100.0,99.96947368421053,79.97999999999999,99.96384615384616,99.96758620689656,100.0,99.97571428571428,99.97777777777779,99.995,99.98500000000001,99.976,99.965,99.97999999999999,99.97200000000001,99.96947368421053,99.97,99.97391304347826,99.97999999999999,100.0,99.96960000000001,99.96705882352941,99.98888888888888,99.9624,99.995,99.99000000000001,99.95684210526315,99.97999999999999,99.96666666666667,99.96695652173912,99.96344827586208,99.96947368421053,80.15764705882353,99.97714285714287,99.975,99.97200000000001,99.9725,99.97076923076924,99.97999999999999,99.9648275862069,99.99333333333334,99.9648275862069,99.97,99.96466666666666,99.96666666666667,99.96740740740742,99.99333333333334,99.98400000000001,99.97399999999999,99.97200000000001,100.0,99.97333333333333,99.96571428571428,99.99000000000001,99.97230769230768,99.97200000000001,99.96909090909091,99.97058823529412,99.53249088789771,99.5766648581273,
